Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,"NSLP Provision Status","Charter School",Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,total_enrolled,frpm,foster,homeless,migrant,direct_cert,unduplicated_frpm,english_learner,"CALPADS Unduplicated Pupil Count (UPC)","CALPADS Fall 1 Certification Status (Y/N)",
2017-2018,07,61754,6118087,Contra Costa,Mt. Diablo Unified,Eagle Peak Montessori,Unified School District,Elementary Schools (Public),Traditional,,Yes,0305,Locally funded,N,1,8,244,20,0,0,0,19,21,10,29,Y,
2017-2018,07,61770,6004501,Contra Costa,Orinda Union Elementary,Sleepy Hollow Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,375,3,0,0,0,10,11,4,13,Y,
2017-2018,07,61788,0116863,Contra Costa,Pittsburg Unified,Marina Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,692,523,1,9,0,368,547,268,581,Y,
2017-2018,07,61796,0129643,Contra Costa,West Contra Costa Unified,Richmond Charter Elementary-Benito Juarez,Unified School District,Elementary Schools (Public),Traditional,,Yes,1660,Directly funded,Y,K,5,417,0,0,22,0,150,164,235,295,Y,
2017-2018,07,61796,6004899,Contra Costa,West Contra Costa Unified,Olinda Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,350,118,1,0,0,76,119,85,161,Y,
2017-2018,07,61796,6004964,Contra Costa,West Contra Costa Unified,Sheldon Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,366,272,0,5,0,128,272,118,286,Y,
2017-2018,07,61796,6004972,Contra Costa,West Contra Costa Unified,Stege Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,6,280,261,1,9,0,177,261,82,266,Y,
2017-2018,07,61796,6057228,Contra Costa,West Contra Costa Unified,Helms Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,,,N,7,8,997,923,3,63,0,407,925,414,951,Y,
2017-2018,07,61804,6096036,Contra Costa,San Ramon Valley Unified,Greenbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,634,23,0,0,0,23,30,19,47,Y,
2017-2018,07,61804,6097158,Contra Costa,San Ramon Valley Unified,Montevideo Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,653,37,2,0,0,25,39,116,147,Y,
2017-2018,08,61820,6005433,Del Norte,Del Norte County Unified,Pine Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,306,229,5,4,0,194,248,45,250,Y,
2017-2018,09,10090,0000001,El Dorado,El Dorado County Office of Education,"Nonpublic, Nonsectarian Schools",County Office of Education (COE),N/A,N/A,,N/A,N/A,N/A,N/A,,,6,0,2,0,0,0,2,1,2,Y,
2017-2018,09,61838,6096614,El Dorado,Buckeye Union Elementary,Camerado Springs Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,672,166,3,4,0,113,166,18,176,Y,
2017-2018,09,61846,6005482,El Dorado,Camino Union Elementary,Camino Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,389,204,8,10,0,129,222,93,230,Y,
2017-2018,09,61952,6005656,El Dorado,Placerville Union Elementary,Louisiana Schnell Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,436,307,7,36,0,240,307,91,315,Y,
2017-2018,10,62026,6005763,Fresno,Big Creek Elementary,Big Creek Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,59,11,0,0,0,8,14,0,14,Y,
2017-2018,10,62117,6108088,Fresno,Clovis Unified,Fancher Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,837,353,1,1,0,391,617,131,636,Y,
2017-2018,07,61796,0132118,Contra Costa,West Contra Costa Unified,Aspire Richmond Technology Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1740,Directly funded,Y,K,5,342,278,0,0,0,121,284,138,298,Y,
2017-2018,07,61796,6004766,Contra Costa,West Contra Costa Unified,Ford Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,6,448,422,0,5,0,190,422,275,436,Y,
2017-2018,07,61796,6004840,Contra Costa,West Contra Costa Unified,Madera Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,498,109,0,0,0,58,109,65,145,Y,
2017-2018,07,61804,0730051,Contra Costa,San Ramon Valley Unified,California High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"2,763",187,5,1,0,128,193,17,207,Y,
2017-2018,07,61804,0736819,Contra Costa,San Ramon Valley Unified,Del Amigo High (Continuation),Unified School District,Continuation High Schools,Continuation School,,No ,,,N,7,12,109,26,1,1,0,21,29,5,33,Y,
2017-2018,07,61804,6005086,Contra Costa,San Ramon Valley Unified,Country Club Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,547,42,0,1,0,34,48,86,127,Y,
2017-2018,07,61804,6005144,Contra Costa,San Ramon Valley Unified,Stone Valley Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,615,27,0,0,0,20,30,9,35,Y,
2017-2018,08,10082,0106625,Del Norte,Del Norte County Office of Education,Elk Creek,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,No ,,,N,7,12,10,8,2,0,0,7,8,0,10,Y,
2017-2018,08,61820,6005375,Del Norte,Del Norte County Unified,Bess Maxwell Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,266,199,3,18,0,148,220,22,222,Y,
2017-2018,08,61820,6005391,Del Norte,Del Norte County Unified,Joe Hamilton Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,345,253,10,9,0,242,293,27,299,Y,
2017-2018,08,61820,6113013,Del Norte,Del Norte County Unified,Mary Peacock Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,295,175,8,1,0,129,189,29,190,Y,
2017-2018,09,61838,0111724,El Dorado,Buckeye Union Elementary,California Montessori Project-Shingle Springs Campus,Elementary School District,Elementary Schools (Public),Traditional,,Yes,0774,Directly funded,Y,K,8,456,60,0,0,0,54,60,0,60,Y,
2017-2018,05,61564,0000001,Calaveras,Calaveras Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,8,4,0,0,0,2,4,0,4,Y,
2017-2018,05,61564,6003420,Calaveras,Calaveras Unified,Rail Road Flat Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,62,42,0,4,0,37,42,2,42,Y,
2017-2018,06,61598,6003495,Colusa,Colusa Unified,James M. Burchfield Primary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,3,402,328,4,5,22,211,332,169,342,Y,
2017-2018,06,61614,0635250,Colusa,Pierce Joint Unified,Pierce High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,436,267,1,18,13,64,273,39,278,Y,
2017-2018,06,61622,0118729,Colusa,Williams Unified,Williams Upper Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,4,6,321,289,1,13,24,142,289,163,297,Y,
2017-2018,07,61648,6115380,Contra Costa,Antioch Unified,Grant Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,494,291,6,3,0,197,317,100,346,Y,
2017-2018,07,61713,0000001,Contra Costa,Lafayette Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,3,0,0,0,0,0,0,0,0,Y,
2017-2018,07,61747,6003917,Contra Costa,Moraga Elementary,Donald L. Rheem Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,416,11,0,0,0,26,28,20,42,Y,
2017-2018,07,61754,0731836,Contra Costa,Mt. Diablo Unified,Concord High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,482",719,6,8,0,400,732,188,773,Y,
2017-2018,07,61754,6004048,Contra Costa,Mt. Diablo Unified,El Monte Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,432,239,1,7,0,155,252,147,276,Y,
2017-2018,07,61754,6004345,Contra Costa,Mt. Diablo Unified,Valle Verde Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,479,42,3,0,0,28,48,35,72,Y,
2017-2018,07,61754,6112395,Contra Costa,Mt. Diablo Unified,Gregory Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,381,125,1,0,0,94,141,91,165,Y,
2017-2018,07,61762,0110684,Contra Costa,Oakley Union Elementary,Iron House Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,727,330,4,0,0,214,339,107,356,Y,
2017-2018,09,61853,0930164,El Dorado,El Dorado Union High,Union Mine High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,033",355,6,15,0,241,357,11,360,Y,
2017-2018,09,61911,6103857,El Dorado,Latrobe,Miller's Hill,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,4,8,84,6,0,0,0,5,6,0,6,Y,
2017-2018,10,62117,0000001,Fresno,Clovis Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,21,2,2,0,0,5,8,0,8,Y,
2017-2018,10,62117,0123869,Fresno,Clovis Unified,Roger S. Oraze Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,852,211,6,0,0,251,376,102,406,Y,
2017-2018,10,62117,1030196,Fresno,Clovis Unified,Clovis West High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"2,006",440,16,7,0,489,812,43,820,Y,
2017-2018,10,62117,6101190,Fresno,Clovis Unified,Kastner Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,"1,123",323,2,3,2,314,526,49,534,Y,
2017-2018,10,62117,6106660,Fresno,Clovis Unified,Gettysburg Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,672,166,1,0,2,199,291,40,299,Y,
2017-2018,10,62117,6109912,Fresno,Clovis Unified,Alta Sierra Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,"1,428",295,4,3,0,318,522,57,537,Y,
2017-2018,10,62117,6110258,Fresno,Clovis Unified,Garfield Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,706,89,3,0,0,79,146,21,157,Y,
2017-2018,10,62125,6110209,Fresno,Coalinga-Huron Unified,Henry F. Bishop Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,1,343,270,2,5,3,189,277,113,286,Y,
2017-2018,10,62166,1030840,Fresno,Fresno Unified,Carter G. Woodson Public Charter,Unified School District,High Schools (Public),Traditional,,Yes,0378,Directly funded,Y,7,12,345,328,11,15,0,247,332,43,332,Y,
2017-2018,10,62166,6006381,Fresno,Fresno Unified,Malloch Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,469,216,9,3,0,153,240,19,245,Y,
2017-2018,10,62166,6006407,Fresno,Fresno Unified,Mayfair Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,692,675,3,18,2,483,678,302,684,Y,
2017-2018,09,10090,0136036,El Dorado,El Dorado County Office of Education,John Adams Academy - El Dorado Hills,County Office of Education (COE),K-12 Schools (Public),Traditional,,Yes,1880,Directly funded,Y,K,12,227,31,0,1,0,20,31,4,35,Y,
2017-2018,09,61838,6110456,El Dorado,Buckeye Union Elementary,Silva Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,503,41,0,0,0,33,41,13,50,Y,
2017-2018,09,61853,0936302,El Dorado,El Dorado Union High,Ponderosa High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,827",379,5,7,0,283,379,27,387,Y,
2017-2018,09,61903,6005573,El Dorado,Lake Tahoe Unified,Tahoe Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,413,314,7,67,0,221,324,87,335,Y,
2017-2018,09,61903,6095301,El Dorado,Lake Tahoe Unified,Sierra House Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,470,265,2,34,0,157,268,151,290,Y,
2017-2018,09,61952,6005664,El Dorado,Placerville Union Elementary,Sierra Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,472,214,4,14,0,157,215,55,222,Y,
2017-2018,10,10108,1030899,Fresno,Fresno County Office of Education,Violet Heintz Education Academy,County Office of Education (COE),County Community,County Community School,,No ,,,N,7,12,103,103,5,2,0,67,103,16,103,Y,
2017-2018,10,62117,1030469,Fresno,Clovis Unified,Enterprise Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,K,12,89,13,3,1,0,23,38,1,39,Y,
2017-2018,10,62117,6104624,Fresno,Clovis Unified,Mountain View Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,720,212,0,1,0,247,380,83,405,Y,
2017-2018,10,62117,6116313,Fresno,Clovis Unified,Clovis Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,707,222,9,5,4,258,398,52,408,Y,
2017-2018,10,62166,1030642,Fresno,Fresno Unified,School of Unlimited Learning,Unified School District,High Schools (Public),Traditional,,Yes,0149,Directly funded,Y,9,12,155,132,2,6,0,110,142,28,146,Y,
2017-2018,10,62166,1030717,Fresno,Fresno Unified,Florence E. Rata,Unified School District,Special Education Schools (Public),Special Education School,CEP,No ,,,N,8,12,40,29,1,0,0,1,29,9,32,Y,
2017-2018,10,62166,6006076,Fresno,Fresno Unified,Aynesworth Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,644,612,9,6,27,404,622,298,626,Y,
2017-2018,10,62166,6006092,Fresno,Fresno Unified,Birney Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,809,770,13,24,7,614,787,217,789,Y,
2017-2018,10,62166,6006233,Fresno,Fresno Unified,Figarden Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,611,432,3,3,0,271,455,56,466,Y,
2017-2018,10,62166,6006514,Fresno,Fresno Unified,Thomas Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,810,745,8,8,0,524,760,104,762,Y,
2017-2018,10,62166,6109961,Fresno,Fresno Unified,Ezekiel Balderas Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,708,689,5,8,3,499,692,231,695,Y,
2017-2018,10,62265,6006803,Fresno,Kings Canyon Joint Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,5,331,299,3,0,21,233,307,187,311,Y,
2017-2018,10,62331,0127175,Fresno,Orange Center,California Virtual Academy at Fresno,Elementary School District,Elementary Schools (Public),Traditional,,Yes,1492,Directly funded,Y,K,8,536,356,0,0,0,247,364,16,371,Y,
2017-2018,10,62364,1034990,Fresno,Parlier Unified,Parlier High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,894,860,5,3,78,526,866,297,869,Y,
2017-2018,10,62380,0124982,Fresno,Raisin City Elementary,Ambassador Phillip V. Sanchez Public Charter,Elementary School District,K-12 Schools (Public),Traditional,,Yes,1335,Directly funded,Y,K,12,23,23,0,1,0,18,23,5,23,Y,
2017-2018,10,62430,6007231,Fresno,Selma Unified,Andrew Jackson Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,774,631,5,7,15,401,631,203,645,Y,
2017-2018,10,73965,0113993,Fresno,Central Unified,Harvest Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,K,6,724,456,8,1,1,307,463,100,480,Y,
2017-2018,10,73999,0000001,Fresno,Kerman Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,3,0,1,0,0,0,1,1,2,Y,
2017-2018,10,73999,1033430,Fresno,Kerman Unified,Kerman High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,458","1,107",2,29,48,676,"1,134",233,"1,156",Y,
2017-2018,10,75127,1030725,Fresno,Mendota Unified,Mendota Community Day,Unified School District,District Community Day Schools,Community Day School,,No ,,,N,7,12,6,6,0,0,0,3,6,3,6,Y,
2017-2018,04,61549,6003354,Butte,Thermalito Union Elementary,Nelson Avenue Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,472,409,5,9,0,316,417,45,420,Y,
2017-2018,05,61564,6003438,Calaveras,Calaveras Unified,San Andreas Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,264,189,5,10,0,151,190,11,193,Y,
2017-2018,05,61564,6105431,Calaveras,Calaveras Unified,Toyon Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,440,244,4,17,0,172,247,15,255,Y,
2017-2018,05,61564,6108518,Calaveras,Calaveras Unified,Jenny Lind Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,512,264,12,13,0,152,270,16,272,Y,
2017-2018,07,61630,0107524,Contra Costa,Acalanes Union High,Acalanes Center for Independent Study,High School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,9,12,24,1,0,0,0,2,2,2,4,Y,
2017-2018,07,61648,0113761,Contra Costa,Antioch Unified,Orchard Park,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,772,425,4,25,0,255,464,145,496,Y,
2017-2018,07,61655,6119754,Contra Costa,Brentwood Union Elementary,R. Paul Krey Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,873,158,0,2,0,112,176,83,216,Y,
2017-2018,07,61739,0730440,Contra Costa,Martinez Unified,Vicente Martinez High,Unified School District,Continuation High Schools,Continuation School,,No ,,,N,9,12,74,32,0,6,0,29,41,6,42,Y,
2017-2018,07,61754,6004170,Contra Costa,Mt. Diablo Unified,Mountain View Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,391,167,0,0,0,106,173,83,192,Y,
2017-2018,07,61754,6004261,Contra Costa,Mt. Diablo Unified,Riverview Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,852,741,2,19,0,437,747,311,776,Y,
2017-2018,07,61788,0125435,Contra Costa,Pittsburg Unified,Martin Luther King Jr. Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,732,553,3,12,0,329,569,200,607,Y,
2017-2018,07,61788,6084966,Contra Costa,Pittsburg Unified,Rancho Medanos Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,963,727,4,8,0,399,746,271,791,Y,
2017-2018,07,61796,0730291,Contra Costa,West Contra Costa Unified,Middle College High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,296,174,0,2,0,79,175,8,178,Y,
2017-2018,10,62240,6006704,Fresno,Kingsburg Elementary Charter,Lincoln Elementary,Elementary School District,Elementary Schools (Public),Traditional,,Yes,00D2,Locally funded,N,2,3,434,265,3,51,0,166,266,78,275,Y,
2017-2018,10,62265,0116640,Fresno,Kings Canyon Joint Unified,Dunlap Leadership Academy,Unified School District,High Schools (Public),Traditional,CEP,Yes,1074,Locally funded,N,9,12,57,25,0,0,0,30,37,3,38,Y,
